,nombre,distrito,direccion,nivel__modalidad,gestion__dependencia,latitud,longitud
458,nuestro maravilloso mundo de ancon,ancon,calle los industriales mz 50 lote 14-15,inicial - jardin,privada - particular,-11.73801,-77.13861
460,pacifico college,ancon,"mz 28 lote 2,8 y 9",inicial - jardin,privada - particular,-11.76748,-77.17104
463,republica federativa del brasil,ancon,mz k-2 lote 16 sector ii,inicial - jardin,privada - particular,-11.81592,-77.13629
465,sagrada familia apova,ancon,calle ica s/n,inicial - jardin,publica - sector educacion,-11.74475,-77.1464
468,san ambrosio de milan,ancon,calle 1 s/n mz h lote 11,inicial - jardin,privada - particular,-11.77775,-77.16767
469,san ignacio de la paz,ancon,"calle bellavista s/n mz 118 lote 11,12,21 y 22",secundaria,privada - particular,-11.7327361,-77.1471955
472,san marcos de ancon,ancon,mz i-1 lote 06,inicial - jardin,privada - particular,-11.81218,-77.13543
473,san martin i,ancon,calle 4 mz j,inicial - jardin,publica - sector educacion,-11.78055,-77.16567
474,san roque de villas de ancon,ancon,"mz 157 lote 1-2, 26-28",inicial - jardin,privada - particular,-11.73376,-77.14381
477,santa rosita,ancon,mz x lote 05,primaria,privada - particular,-11.77463,-77.16907
479,santa teresita de ancon,ancon,mz d lote 12,primaria,privada - particular,-11.7798,-77.1727
483,sol naciente de maria,ancon,mz w lote 07,inicial - jardin,privada - particular,-11.77392,-77.16886
485,mi dulce jesus,ancon,calle chulucanas s/n mz 42 lote 2 - 3,primaria,privada - particular,-11.7404665,-77.1577578
486,jerome bruner,ancon,calle celendin s/n mz 115 lote 24,inicial - jardin,privada - particular,-11.73196,-77.14617
487,blue house miss joanny,ancon,mz n2 lote 22 etapa i sector 1-2,inicial - jardin,privada - particular,-11.81402,-77.13896
488,misericordioso jesus,ancon,mz m-3 lote 28,inicial - jardin,privada - particular,-11.81429489,-77.13839012
490,rey altisimo,ancon,mz g 1 lote 15,inicial - jardin,privada - particular,-11.81352,-77.13383
491,santa maria del camino,ancon,mz 2 lote 1 sector villa de ancon,basica alternativa - avanzado,privada - particular,-11.7492917,-77.1512444
492,santiago antunez de mayolo - inicial,ancon,mz j lote 8 - 11,inicial - jardin,privada - particular,-11.7769404,-77.16707093
493,209 melva cedilia rojas aliaga,ate,iinmigrantes de chincho s/n mz j,inicial - jardin,publica - sector educacion,-12.0473,-76.91869
494,nuevo mundo,ate,mz i lote 16,inicial - jardin,publica - sector educacion,-12.04059,-76.90498
495,villa progreso,ate,jiron huari s/n mz d lote 6,inicial - jardin,privada - particular,-12.00744,-76.833
498,dulce amanecer,ate,pasaje grupo j lote 11,inicial - jardin,publica - sector educacion,-12.02367,-76.83707
499,nino jesucito,ate,horacio zeballos g. mz f lote 11,inicial - jardin,publica - sector educacion,-12.024,-76.83452
500,divino nino,ate,24 de setiembre,inicial - jardin,publica - sector educacion,-12.02713,-76.83192
501,1279,ate,avenida prolongacion 15 de julio s/n zona r,primaria,publica - sector educacion,-12.03113,-76.82122
503,185 senor de los milagros,ate,calle 11 lote 32,inicial - jardin,publica - sector educacion,-12.01815,-76.81286
504,angelitos del saber,ate,asociacion de vivienda luz de vivir,inicial - jardin,publica - sector educacion,-12.02114,-76.82681
505,jose ingenieros,ate,avenida jose carlos mariategui lote 8-9 zona p,secundaria,privada - particular,-12.01462,-76.81691
508,san francisco de asis,ate,area de servicios n 9 lote 4 zona g,secundaria,privada - parroquial,-12.02141,-76.82063
511,santa rosita i,ate,calle ancash s/n lote 62 etapa iii zona t,inicial - jardin,publica - sector educacion,-12.02803,-76.80758
512,yachay wasi,ate,ucv organizacion talleres de vivienda santa rosa lote 83 etapa iii zona s,inicial - jardin,publica - sector educacion,-12.02832,-76.80484
513,el nino emanuel,ate,avenida 15 de julio - huaycan mz 1-j lote 4,primaria,privada - particular,-12.03073,-76.82099
515,1257 reino unido de gran bretana,ate,calle siete s/n zona d,primaria,publica - sector educacion,-12.01972,-76.82682
517,187,ate,huaycan / arenero huaycan zona d,inicial - jardin,publica - sector educacion,-12.01887,-76.82621
518,interactiva cesar vallejo,ate,ucv 84 lote 51-46 zona e,primaria,privada - particular,-12.01833,-76.82287
520,nino jesus,ate,ucv zona m casa biohuarto nueva esperanza lote 5,inicial - jardin,publica - sector educacion,-12.02368,-76.81606
521,seleccion a de ate,ate,mz a lote 14,primaria,privada - particular,-12.0281,-76.93807
523,innova schools - ate mayorazgo,ate,"avenida javier prado parcela m2 del lote 6, sub 1 s/n mz b lote a",inicial - jardin,privada - particular,-12.0432,-76.93305
526,san basilio,ate,avenida las palmas 140 mz r-1 lote 28-29 etapa i,inicial - jardin,privada - particular,-12.0601,-76.94101
529,6039 fernando carbajal segura,ate,"avenida marginal,cdra. 1, el carmen de monterrico s/n",inicial - jardin,publica - sector educacion,-12.08358,-76.98193
533,salamanca college,ate,calle cosme y bueno 175,inicial - jardin,privada - particular,-12.07595,-76.98154
534,mi pequeno mahatma gandhi,ate,calle rosacruces 151-153,inicial - jardin,privada - particular,-12.02545,-76.90257
536,angelitos de san juan,ate,pasaje los naranjos s/n mz l lote 9,inicial - jardin,publica - sector educacion,-12.01742,-76.87125
537,las gardenias,ate,mz d lote 9,inicial - jardin,publica - sector educacion,-12.01465,-76.87034
538,141,ate,pasaje los sauces s/n mz j lote 5,inicial - jardin,publica - sector educacion,-12.02271,-76.8832
539,180,ate,avenida principal mz c lote 11 zona iv,inicial - jardin,publica - sector educacion,-12.02238,-76.86975
540,183 santa rosita de manylsa,ate,manylsa mz z lote 1-2,inicial - jardin,publica - sector educacion,-12.03071,-76.88908
541,alegrias y travesuras,ate,calle 1 s/n mz f lote 3-8,inicial - jardin,privada - particular,-12.02043,-76.87491
542,aprendo creando school,ate,calle los laureles 307,primaria,privada - particular,-12.01887,-76.88819
543,entreteninos,ate,avenida independencia 502b,inicial - jardin,privada - particular,-12.01666,-76.88146
544,la sagrada familia,ate,avenida san alfonso 362,primaria,privada - particular,-12.02018,-76.88609
547,luz del saber,ate,mz c1 lote 21,inicial - jardin,publica - sector educacion,-12.0275,-76.86506
548,mi casita blanca,ate,parcelacion la estrella mz a lote 14,inicial - jardin,privada - particular,-12.02272,-76.88415
549,mi dulce jesus de priale,ate,avenida prolongacion nicolas de pierola s/n mz f lote 34-36,inicial - jardin,privada - particular,-12.04377,-76.89163
553,thales de santa clara kinder,ate,calle san agustin s/n mz e lote 2223,primaria,privada - particular,-12.01611,-76.8766
555,un nuevo bello horizonte,ate,jiron jose santos chocano 305,inicial - jardin,privada - particular,-12.01802,-76.8824
558,cibert uni de vitarte,ate,avenida metropolitana s/n mz l lote 2,inicial - jardin,privada - particular,-12.03265,-76.93744
559,hogar de jesus,ate,avenida los rosales 144,primaria,privada - particular,-12.06212,-76.9971
561,mi pequeno hogar,ate,avenida mariscal caceres 299,inicial - jardin,privada - particular,-12.06213,-76.99396
562,system school,ate,carretera central mz b lote 11,basica alternativa - avanzado,privada - particular,-12.03571,-76.92951
563,0024 pedro enrique gonzales soto,ate,avenida jose carlos mariategui 835,primaria,publica - sector educacion,-12.02598,-76.91233
564,0025 san martin de porres,ate,avenida progreso s/n,secundaria,publica - sector educacion,-12.02624,-76.90197
566,0026 aichi nagoya,ate,calle los jazminez s/n,secundaria,publica - sector educacion,-12.03073,-76.90986
569,0029 marco puente llanos,ate,mz h,secundaria,publica - sector educacion,-12.0312,-76.92155
571,0031 robert f. kennedy,ate,calle san andres s/n,primaria,publica - sector educacion,-12.0235,-76.93579
574,0032 raul porras barrenechea,ate,avenida 6 febrero santisima cruz s/n,secundaria,publica - sector educacion,-12.05252,-76.95082
576,0034,ate,carretera central kmm 7.5,primaria,publica - sector educacion,-12.02495,-76.91759
577,0067 santa elena,ate,avenida simon bolibar 106,primaria,publica - sector educacion,-12.02143,-76.88144
578,0074 fernando belaunde terry,ate,avenida prolongacion mariscal nieto 203,secundaria,publica - sector educacion,-12.07036,-76.98429
580,046 victor raul haya de la torre,ate,calle principal s/n,secundaria,publica - sector educacion,-12.025984,-76.91823641
581,096 gladys sueldo morales,ate,avenida alfonso ugarte s/n,inicial - jardin,publica - sector educacion,-12.0277,-76.90188
582,099 cahuide,ate,avenida los parques s/n,inicial - jardin,publica - sector educacion,-12.06039173,-76.98942605
583,1135,ate,pasaje humanidades s/n,primaria,publica - sector educacion,-12.01843,-76.88382
586,1136 john f. kennedy,ate,jiron diego fernandez 237,basica alternativa - avanzado,publica - sector educacion,-12.07452,-76.9871
589,1138 jose abelardo quinones,ate,jiron meliton carbajal 200,secundaria,publica - sector educacion,-12.0616,-76.99595
592,114 virgen de chapi,ate,jiron meliton carbajal 547,inicial - cuna jardin,publica - sector educacion,-12.06214,-76.98819
594,1142,ate,mz c-3 etapa iii,primaria,publica - sector educacion,-12.02864,-76.92962
595,1143 domingo faustino sarmiento,ate,plaza principal de vitarte s/n,primaria,publica - sector educacion,-12.0262279,-76.91847508
596,1203 divino nino jesus de manylsa,ate,manylsa mz 0 lote 1,primaria,publica - sector educacion,-12.03163,-76.88998
597,1208 san francisco de asis,ate,calle camino real mz n lote 3,secundaria,publica - sector educacion,-12.06484,-76.96853
599,1209 mariscal toribio de luzuriaga,ate,calle marte 120,secundaria,publica - sector educacion,-12.07416,-76.97915
601,1212 grumete medina,ate,pasaje juan sifuentes 205,secundaria,publica - sector educacion,-12.06714,-76.97411
603,1213,ate,parque central km. 14.800,secundaria,publica - sector educacion,-12.01377,-76.8528
605,1215 san juan pariachi,ate,carretera central km.13,primaria,publica - sector educacion,-12.01066,-76.8694
606,1222 husares de junin,ate,calle san martin mz f lote 13,primaria,publica - sector educacion,-12.03049,-76.93735
607,1226,ate,calle alfa sect e s/n mz d lote 1,secundaria,publica - sector educacion,-12.03692,-76.93268
609,1227 indira gandhi,ate,sector f mz q lote 32-a sector f,secundaria,publica - sector educacion,-12.03273,-76.9317
612,1228 leoncio prado,ate,avenida los claveles s/n,secundaria,publica - sector educacion,-12.03599,-76.92746
614,1229 cap. julio a. ponce antunez de mayolo,ate,calle cuzco 199,secundaria,publica - sector educacion,-12.05782,-76.95716
616,1231 jose luis bustamante y rivero,ate,jiron montevideo mz f lote 2,primaria,publica - sector educacion,-12.06874,-76.97919
618,1236 alfonso barrantes lingan,ate,avenida la alameda s/n zona a,primaria,publica - sector educacion,-12.00963,-76.82848
619,1237 jorge d. giles llanos,ate,central s/n,primaria,publica - sector educacion,-12.01951,-76.83795
620,1239,ate,calle la union y jiron bolognesi,primaria,publica - sector educacion,-12.03228,-76.93907
621,1243 san roque,ate,avenida 25 de mayo lote 1,primaria,publica - sector educacion,-12.02021,-76.90614
622,1244 micaela bastidas,ate,micaela bastidas,secundaria,publica - sector educacion,-12.04625,-76.92868
625,1245 jose carlos mariategui,ate,avenida jose c mariategui zona b s/n,primaria,publica - sector educacion,-12.01519,-76.82089
626,1247,ate,mz e1,primaria,publica - sector educacion,-12.04497,-76.91523
627,1248 5 de abril,ate,avenida 15 de julio zona g,primaria,publica - sector educacion,-12.02266,-76.82399
629,1249 javier heraud,ate,mz l lote 07,primaria,publica - sector educacion,-12.02791,-76.91514
630,125 los ayllus,ate,calle antisuyo 248,inicial - jardin,publica - sector educacion,-12.06462,-76.98292
631,1251 peruano suizo,ate,hijos de apurimac,secundaria,publica - sector educacion,-12.02194,-76.8717
633,1252 santa isabel,ate,avenida 10 de abril s/n mz a lote 1,secundaria,publica - sector educacion,-12.03596,-76.90168
635,1254 maria reiche newmann,ate,avenida monteverve s/n mz x lote 2,primaria,publica - sector educacion,-12.0434,-76.91908
638,1255 walter penaloza ramella,ate,calle huaycan 26 zona h,primaria,publica - sector educacion,-12.01948,-76.813
640,1258 sebastian lorente,ate,avenida 15 de julio zona e huaycan,primaria,publica - sector educacion,-12.01452,-76.82606
641,1260 el amauta,ate,calle nueve mz ns8 lote lt zona f,primaria,publica - sector educacion,-12.01836,-76.81812
643,1262 el amauta jose c. mariategui,ate,avenida san juan bautista s/n,primaria,publica - sector educacion,-12.04274,-76.89804
645,1263 puruchuco,ate,puruchuco mz u lote 1 zona i,secundaria,publica - sector educacion,-12.04869,-76.93006
647,1264 juan andres vivanco amorin,ate,calle italia 130,primaria,publica - sector educacion,-12.04086,-76.92929
649,1265 santa rosa de lima,ate,zona n ucv 176,primaria,publica - sector educacion,-12.00932,-76.816
650,1268 gustavo mohme llona,ate,avenida 15 de julio huaycan lote 4,primaria,publica - sector educacion,-12.02717,-76.82241
652,1270 juan el bautista,ate,calle alto peru ucv 171-b lote 80,primaria,publica - sector educacion,-12.02189807,-76.81643369
654,1271,ate,avenida prol jose carlos mariategui s/n,primaria,publica - sector educacion,-12.01402,-76.81332
655,1281 santa maria,ate,santa maria mz a lote ae,primaria,publica - sector educacion,-12.04287,-76.92451
656,1283 okinawa,ate,mz d,primaria,publica - sector educacion,-12.04551,-76.89125
658,1285,ate,mz e-1 lote 1 zona b,inicial - jardin,publica - sector educacion,-12.0443,-76.9022
660,1287 victor andres belaunde,ate,mz c lote 10,primaria,publica - sector educacion,-12.01875,-76.90171
661,1288 albert einstein,ate,mz b lote 7,primaria,publica - sector educacion,-12.02704,-76.95171
663,1289,ate,huaycan / arenero huaycan zona r,inicial - jardin,publica - sector educacion,-12.03705,-76.82411
665,1290 nueva america,ate,avenida prolongacion nicolas de pierola s/n,primaria,publica - sector educacion,-12.03978354,-76.89204569
668,134,ate,mz e lote 5,inicial - cuna jardin,publica - sector educacion,-12.02871,-76.92471
669,135 nino jesus,ate,calle atenea cdra 2 s/n,inicial - jardin,publica - sector educacion,-12.0733,-76.98087
670,137 los laureles,ate,avenida alcanfores cdra 3,inicial - jardin,publica - sector educacion,-12.02834,-76.91694
671,142 grumete medina,ate,jiron tarma mz h lote 5-6,inicial - jardin,publica - sector educacion,-12.06627,-76.97233
672,151,ate,parque principal s/n,inicial - cuna jardin,publica - sector educacion,-12.02895,-76.92146
673,154 los claveles,ate,calle principal s/n,inicial - cuna jardin,publica - sector educacion,-12.05247,-76.94939
674,159 warma kuyay,ate,mz d-1 lote 19,inicial - jardin,publica - sector educacion,-12.04482,-76.92668
675,162 angelitos de jesus,ate,avenida jose carlos mariategui lote 4,inicial - jardin,publica - sector educacion,-12.01016,-76.82864
676,164 jean piaget,ate,sector b - horacio zevallos gamez mz f 1 lote 3,inicial - jardin,publica - sector educacion,-12.01357,-76.83749
677,167,ate,avenida jose c. mariategui s/n zona b,inicial - jardin,publica - sector educacion,-12.01576,-76.82147
678,168 maria eugenia mantilla arias,ate,calle chincheros mz p2 lote 01,inicial - jardin,publica - sector educacion,-12.0563,-76.95805
679,171 virgen del carmen,ate,pasaje ucv 107 zona g,inicial - jardin,publica - sector educacion,-12.02148,-76.82385
